label	frame	needle	row	line
pipy	80	Hello!	16	 Reply exactly: Hello!
pipy	80	Hello!	19	 Hello!
pi	80	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	80	Hello!	16	 Reply exactly: Hello!
pi	80	Hello!	19	 Hello!
pipy	81	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	81	Hello!	16	 Reply exactly: Hello!
pipy	81	Hello!	19	 Hello!
pi	81	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	81	Hello!	16	 Reply exactly: Hello!
pi	81	Hello!	19	 Hello!
pipy	82	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	82	Hello!	16	 Reply exactly: Hello!
pipy	82	Hello!	19	 Hello!
pi	82	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	82	Hello!	16	 Reply exactly: Hello!
pi	82	Hello!	19	 Hello!
pipy	83	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	83	Hello!	16	 Reply exactly: Hello!
pipy	83	Hello!	19	 Hello!
pi	83	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	83	Hello!	16	 Reply exactly: Hello!
pi	83	Hello!	19	 Hello!
pipy	84	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	84	Hello!	16	 Reply exactly: Hello!
pipy	84	Hello!	19	 Hello!
pi	84	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	84	Hello!	16	 Reply exactly: Hello!
pi	84	Hello!	19	 Hello!
pipy	85	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	85	Hello!	16	 Reply exactly: Hello!
pipy	85	Hello!	19	 Hello!
pi	85	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	85	Hello!	16	 Reply exactly: Hello!
pi	85	Hello!	19	 Hello!
pipy	86	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	86	Hello!	16	 Reply exactly: Hello!
pipy	86	Hello!	19	 Hello!
pi	86	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	86	Hello!	16	 Reply exactly: Hello!
pi	86	Hello!	19	 Hello!
pipy	87	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	87	Hello!	16	 Reply exactly: Hello!
pipy	87	Hello!	19	 Hello!
pi	87	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	87	Hello!	16	 Reply exactly: Hello!
pi	87	Hello!	19	 Hello!
pipy	88	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	88	Hello!	16	 Reply exactly: Hello!
pipy	88	Hello!	19	 Hello!
pi	88	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	88	Hello!	16	 Reply exactly: Hello!
pi	88	Hello!	19	 Hello!
pipy	89	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	89	Hello!	16	 Reply exactly: Hello!
pipy	89	Hello!	19	 Hello!
pi	89	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	89	Hello!	16	 Reply exactly: Hello!
pi	89	Hello!	19	 Hello!
pipy	90	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	90	Hello!	16	 Reply exactly: Hello!
pipy	90	Hello!	19	 Hello!
pi	90	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	90	Hello!	16	 Reply exactly: Hello!
pi	90	Hello!	19	 Hello!
pipy	91	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	91	Hello!	16	 Reply exactly: Hello!
pipy	91	Hello!	19	 Hello!
pi	91	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	91	Hello!	16	 Reply exactly: Hello!
pi	91	Hello!	19	 Hello!
pipy	92	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	92	Hello!	16	 Reply exactly: Hello!
pipy	92	Hello!	19	 Hello!
pi	92	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	92	Hello!	16	 Reply exactly: Hello!
pi	92	Hello!	19	 Hello!
pipy	93	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	93	Hello!	16	 Reply exactly: Hello!
pipy	93	Hello!	19	 Hello!
pi	93	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	93	Hello!	16	 Reply exactly: Hello!
pi	93	Hello!	19	 Hello!
pipy	94	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	94	Hello!	16	 Reply exactly: Hello!
pipy	94	Hello!	19	 Hello!
pi	94	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	94	Hello!	16	 Reply exactly: Hello!
pi	94	Hello!	19	 Hello!
pipy	95	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	95	Hello!	16	 Reply exactly: Hello!
pipy	95	Hello!	19	 Hello!
pi	95	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	95	Hello!	16	 Reply exactly: Hello!
pi	95	Hello!	19	 Hello!
pipy	96	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	96	Hello!	16	 Reply exactly: Hello!
pipy	96	Hello!	19	 Hello!
pi	96	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	96	Hello!	16	 Reply exactly: Hello!
pi	96	Hello!	19	 Hello!
pipy	97	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	97	Hello!	16	 Reply exactly: Hello!
pipy	97	Hello!	19	 Hello!
pi	97	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	97	Hello!	16	 Reply exactly: Hello!
pi	97	Hello!	19	 Hello!
pipy	98	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	98	Hello!	16	 Reply exactly: Hello!
pipy	98	Hello!	19	 Hello!
pi	98	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	98	Hello!	16	 Reply exactly: Hello!
pi	98	Hello!	19	 Hello!
pipy	99	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	99	Hello!	16	 Reply exactly: Hello!
pipy	99	Hello!	19	 Hello!
pi	99	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	99	Hello!	16	 Reply exactly: Hello!
pi	99	Hello!	19	 Hello!
